"Author","Title","Year","Journal","Location","Taxonomic_group_class","Taxonomic_order","Taxonomic_group_species","Primates","Mammals_Aves_Other","Measure_of_cognition","Measure_of_sociality","Cognitive_Ability_neuroanatomy_or_both","Cognitive_Ability_detailed","Sociality","Intra_inter_both","Captive_or_wild","Stats","Sample_size","Sample_size_species","Design","r","reverse","Sample_size_group1","Sample_size_group2","mean_grp1","dispersion_grp1","mean_grp2","dispersion_grp2","dispersion_type","ci_T","proportion_grp1","proportion_grp2","F","T","df","dferror","D","v","pearsonr_p","z","Source","Shared_control","Shared_treatment","paperid","studyid","esid","data_source","data_page","source_ref","figure_name","yi","CI","CI_low","CI_high","sd1","sd2","study","weight","sample.size","se","var","ci.lo","ci.hi","fishers.z","ci.lo.z","ci.hi.z","measure","vi","yi_zr","se_zr","vi_zr"
"Wang et al","Enriched physical envrionment attenuates spatial and social memory impairments of socially isolated mice",2018,"International Journal of Neuropsychopharmacology","Nanjing, China","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Spatial Memory (Water Maze)","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",32,1,"Developmental",NA,"no",16,16,39.4736842105263,9.97229916897507,27.8393351800554,8.86426592797787,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper91","study93","es514","figure","1118","2e","paper91_study93_es514_2e",0.524836014364263,NA,NA,NA,9.97229916897507,8.86426592797787,"",27.8888084027526,32,0.189358594169926,0.0358566771860105,0.208741416820423,0.741645783841785,0.582991087161176,0.211855062424986,0.954127111897366,"r",NA,0.582991087161176,0.185695338177052,0.0344827586206897
"Wang et al","Enriched physical envrionment attenuates spatial and social memory impairments of socially isolated mice",2018,"International Journal of Neuropsychopharmacology","Nanjing, China","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Spatial Memory (Water Maze)","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",32,1,"Developmental",NA,"no",16,16,3.75206611570248,2.51239669421487,1.9504132231405,1.52066115702479,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper91","study93","es515","figure","1118","2f","paper91_study93_es515_2f",0.397966624791818,NA,NA,NA,2.51239669421487,1.52066115702479,"",30.2480365971061,32,0.181824082640049,0.0330599970278954,0.0647711220843554,0.651326569834979,0.421230582326052,0.0648619288295208,0.777599235822582,"r",NA,0.421230582326052,0.185695338177052,0.0344827586206897
"Wang et al","Enriched physical envrionment attenuates spatial and social memory impairments of socially isolated mice",2018,"International Journal of Neuropsychopharmacology","Nanjing, China","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Social Recognition","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",32,1,"Developmental",NA,"no",16,16,50.0934579439252,11.9626168224299,40.8722741433022,14.9532710280374,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper91","study93","es516","figure","1118","2h","paper91_study93_es516_2h",0.322324599046267,NA,NA,NA,11.9626168224299,14.9532710280374,"",31.2466279767861,32,0.178895090274723,0.0320034533244011,-0.0163874102954503,0.594674341553229,0.334239056486499,-0.0163888774629983,0.684866990435997,"r",NA,0.334239056486499,0.185695338177052,0.0344827586206897
"Williams et al","Environmental enrichment: Effects on spatial memory and hippocampal CREB immunoreactivity",2001,"Physiology and Behavior","Mississippi, USA","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Spatial Memory","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",21,1,"Developmental",NA,"yes",11,10,30.8612440191388,6.34760725426872,34.5933014354067,7.86786786261989,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper95","study97","es547","figure","653","3a","paper95_study97_es547_3a",0.253638799487138,NA,NA,NA,6.34760725426872,7.86786786261989,"",21.3020570160705,21,0.2166652331987,0.0469438232770472,-0.594083925136678,0.163867225425343,-0.259297987498576,-0.683954041270001,0.165358066272849,"r",NA,0.259297987498576,0.235702260395516,0.0555555555555556
"Williams et al","Environmental enrichment: Effects on spatial memory and hippocampal CREB immunoreactivity",2001,"Physiology and Behavior","Mississippi, USA","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Spatial Memory","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",21,1,"Developmental",NA,"yes",11,10,28.1012658227848,6.29738884244696,30.8860759493671,8.40605453968809,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper95","study97","es548","figure","653","3b","paper95_study97_es548_3b",0.185397402085147,NA,NA,NA,6.29738884244696,8.40605453968809,"",21.6327808705766,21,0.215002655756898,0.0462261419825193,-0.543397384495333,0.229660444647143,-0.187566486678923,-0.608963948542907,0.233830975185061,"r",NA,0.187566486678923,0.235702260395516,0.0555555555555556
"Williams et al","Environmental enrichment: Effects on spatial memory and hippocampal CREB immunoreactivity",2001,"Physiology and Behavior","Mississippi, USA","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Spatial Memory","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",21,1,"Developmental",NA,"no",11,10,154.646153846154,12.2459992259277,151.323076923077,16.930348088286,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper95","study97","es549","figure","653","4","paper95_study97_es549_4",0.112545813097562,NA,NA,NA,12.2459992259277,16.930348088286,"",21.8661534317222,21,0.213852240381559,0.0457327807162121,-0.296901428552568,0.48703606998107,0.113024646939676,-0.306118042221382,0.532167336100734,"r",NA,0.113024646939676,0.235702260395516,0.0555555555555556
"Meagher et al","Effects of degree and timing of social housing on reversal learning and response to novel objects in dairy calves",2015,"PLoS ONE","Vancouver, Canada","Mammalia","Artiodactyla","Bos taurus","Other","Mammalia","Reversal Learning","Rearing Group","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","proportion",15,1,"Developmental",NA,"no",8,7,NA,NA,NA,NA,NA,NA,0.875,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper60","study61","es309","text","4",NA,NA,0.716818375945549,NA,NA,NA,NA,NA,"",6.72335306764203,15,0.385662170286647,NA,0.144174245182225,0.929805702596929,0.901069801260579,0.145185837299199,1.65695376522196,"r",0.148735309590206,0.901069801260579,0.288675134594813,0.0833333333333334
"Meagher et al","Effects of degree and timing of social housing on reversal learning and response to novel objects in dairy calves",2015,"PLoS ONE","Vancouver, Canada","Mammalia","Artiodactyla","Bos taurus","Other","Mammalia","Associative Learning","Rearing Group (Timing)","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","proportion",43,1,"Developmental",NA,"no",33,10,NA,NA,NA,NA,NA,NA,0.696969696969697,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper60","study62","es312","text","6",NA,NA,0.45917519151845,NA,NA,NA,NA,NA,"",24.9866653159674,43,0.200053360083275,NA,0.103793080485196,0.710584240037149,0.496265610200472,0.104168229451031,0.888362990949914,"r",0.0400213468806084,0.496265610200472,0.158113883008419,0.025
"Riley et al","Does social environment influence learning ability in a family-living lizard?",2017,"Animal Cognition","Sydney, Australia","Reptilia","Squamata","Egernia striolata","Other","Other","Spatial Learning","Rearing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","proportion",28,1,"Developmental",NA,"no",14,14,NA,NA,NA,NA,NA,NA,0.642857142857143,0.714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper73","study75","es389","text","455",NA,NA,-0.0901878522023297,NA,NA,NA,NA,NA,"",20.9050845063987,28,0.21871271727142,NA,-0.477007119754305,0.325901187724591,-0.0904335773173085,-0.519102626130182,0.338235471495565,"r",0.047835252696248,-0.0904335773173085,0.2,0.04
"Smith et al","A Larger Social Network Enhances Novel Object Location Memory and Reduces Hippocampal Microgliosis in Aged Mice",2018,"Frontiers in Aging Neuroscience","Ohio, USA","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Hippocampal Dependent Spatial Memory","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","proportion",20,1,"Developmental",NA,"no",14,6,NA,NA,NA,NA,NA,NA,0.928571428571429,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper84","study86","es438","text","5",NA,NA,0.543829235954281,NA,NA,NA,NA,NA,"",9.98493397858275,20,0.316466250241105,NA,-0.0106850941120023,0.842532737100621,0.609576952011678,-0.0106855007833286,1.22983940480668,"r",0.100150887541666,0.609576952011678,0.242535625036333,0.0588235294117647
"Brandão et al","Isolation impairs cognition in a social fish",2015,"Applied Animal Behaviour Science","Sao Paulo, Brazil","Actinopterygii","Cichliformes","Cichlasoma paranaense","Other","Other","Associative Learning","Social Group","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","r",29,1,"Developmental",0.3154,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper14","study15","es69","text","207",NA,NA,0.3154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0289621923343452,0.326530677385583,0.196116135138184,0.0384615384615385
