"Author","Title","Year","Journal","Location","Taxonomic_group_class","Taxonomic_order","Taxonomic_group_species","Primates","Mammals_Aves_Other","Measure_of_cognition","Measure_of_sociality","Cognitive_Ability_neuroanatomy_or_both","Cognitive_Ability_detailed","Sociality","Intra_inter_both","Captive_or_wild","Stats","Sample_size","Sample_size_species","Design","r","reverse","Sample_size_group1","Sample_size_group2","mean_grp1","dispersion_grp1","mean_grp2","dispersion_grp2","dispersion_type","ci_T","proportion_grp1","proportion_grp2","F","T","df","dferror","D","v","pearsonr_p","z","Source","Shared_control","Shared_treatment","paperid","studyid","esid","data_source","data_page","source_ref","figure_name","yi","CI","CI_low","CI_high","sd1","se","var","ci.lo","ci.hi","row_id","vi","r_regt","yi_zr","se_zr","vi_zr"
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Rostral superior temporal gyrus left","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.023,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es409","table",NA,"s3",NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0587613105788824,NA,0.0230040569544218,0.258198889747161,0.0666666666666667
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Rostral superior temporal gyrus left","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.055,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es410","table",NA,"s3",NA,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0584681853308823,NA,0.055055559208212,0.258198889747161,0.0666666666666667
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Rostral superior temporal gyrus left","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.018,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es411","table",NA,"s3",NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0587854179397647,NA,0.0180019443780012,0.258198889747161,0.0666666666666667
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Mid-STS, adjacent inferior temporal gyrus","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.001,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es412","table",NA,"s3",NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0588234117647647,NA,0.00100000033333351,0.258198889747161,0.0666666666666667
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Lateral Orbitofrontal Cortex right","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.01,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es413","table",NA,"s3",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0588117652941176,NA,0.0100003333533347,0.258198889747161,0.0666666666666667
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Ventrolateral Prefrontal Cortex right","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.012,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es414","table",NA,"s3",NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0588065894550588,NA,0.0120005760497715,0.258198889747161,0.0666666666666667
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Amygdala right","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.424,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es415","table",NA,"s3",NA,0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0395745535397647,NA,0.452558715638015,0.258198889747161,0.0666666666666667
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Rostral superior temporal gyrus right","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.023,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es416","table",NA,"s3",NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0587613105788824,NA,0.0230040569544218,0.258198889747161,0.0666666666666667
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Rostral Superior Temporal Suculus right","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.002,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es417","table",NA,"s3",NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0588230588244706,NA,0.00200000266667307,0.258198889747161,0.0666666666666667
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Mid-STS right","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.007,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es418","table",NA,"s3",NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0588177648471176,NA,0.00700011433669483,0.258198889747161,0.0666666666666667
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Extrastriate Cortex","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.014,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es419","table",NA,"s3",NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058800472848,NA,0.0140009147742466,0.258198889747161,0.0666666666666667
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Cerebellum","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.504,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es420","table",NA,"s3",NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0327348310738824,NA,0.554653788892429,0.258198889747161,0.0666666666666667
"Meguerditchian et al","Baboons (Papio anubis) living in larger social groups have bigger brains",2021,"Evolution and Human Behaviour","Marseille, France","Mammalia","Primates","Papio anubis","Primates","Mammalia","Brain Size","Group Size","Neuroanatomy","brain size absolute","Groupsize","Intra","Captive","t",82,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,1,80,NA,NA,NA,NA,"BOTH",NA,NA,"paper61","study63","es316","text","2",NA,NA,0.308423387344942,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0101086270520057,0.308423387344942,0.318802116661102,0.112508790092602,0.0126582278481013
"Meguerditchian et al","Baboons (Papio anubis) living in larger social groups have bigger brains",2021,"Evolution and Human Behaviour","Marseille, France","Mammalia","Primates","Papio anubis","Primates","Mammalia","White Matter","Group Size","Neuroanatomy","brain region absolute","Groupsize","Intra","Captive","t",82,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04,1,80,NA,NA,NA,NA,"BOTH",NA,NA,"paper61","study63","es317","text","2",NA,NA,0.321802867427865,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00992110986400633,0.321802867427865,0.333656945342247,0.112508790092602,0.0126582278481013
"Meguerditchian et al","Baboons (Papio anubis) living in larger social groups have bigger brains",2021,"Evolution and Human Behaviour","Marseille, France","Mammalia","Primates","Papio anubis","Primates","Mammalia","Grey Matter","Group Size","Neuroanatomy","brain region absolute","Groupsize","Intra","Captive","t",82,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,1,80,NA,NA,NA,NA,"BOTH",NA,NA,"paper61","study63","es318","text","2",NA,NA,0.194127383495343,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0114327075360442,0.194127383495343,0.196622644314503,0.112508790092602,0.0126582278481013
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Qualitative Exchange","Approach Initiated","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.357,"WOS",NA,NA,"paper92","study94","es517","table","623","2",NA,0.561460945891651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634964147483479,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Quantity Preference","Approach Initiated","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.653,"WOS",NA,NA,"paper92","study94","es518","table","623","2",NA,0.798516710711906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09450555409463,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Inequity Aversion","Approach Initiated","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.082,"WOS",NA,NA,"paper92","study94","es519","table","623","2",NA,-0.930533221967677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.66235145009522,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Heterospecific Recognition","Approach Initiated","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,"WOS",NA,NA,"paper92","study94","es520","table","623","2",NA,0.0269901638775733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0269967205757013,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Qualitative Exchange","Affiliative Initiated","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.372,"WOS",NA,NA,"paper92","study94","es521","table","623","2",NA,0.860092592057544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29370035708873,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Quantity Preference","Affiliative Initiated","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8408,"WOS",NA,NA,"paper92","study94","es522","table","623","2",NA,0.817681970917185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14978237563761,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Inequity Aversion","Affiliative Initiated","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.157,"WOS",NA,NA,"paper92","study94","es523","table","623","2",NA,0.500746214491286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.550301592529653,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Heterospecific Recognition","Affiliative Initiated","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,"WOS",NA,NA,"paper92","study94","es524","table","623","2",NA,-0.181913199610981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.183960658083038,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Qualitative Exchange","Agonistic Initiated","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.291,"WOS",NA,NA,"paper92","study94","es525","table","623","2",NA,0.542327790659335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607447439394717,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Quantity Preference","Agonistic Initiated","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.172,"WOS",NA,NA,"paper92","study94","es526","table","623","2",NA,-0.845894216950079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24153991998407,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Inequity Aversion","Agonistic Initiated","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.291,"WOS",NA,NA,"paper92","study94","es527","table","623","2",NA,0.542327790659335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607447439394717,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Heterospecific Recognition","Agonistic Initiated","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.431,"WOD",NA,NA,"paper92","study94","es528","table","623","2",NA,-0.581891915977531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.665318425775123,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Qualitative Exchange","Approach Received","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.822,"WOS",NA,NA,"paper92","study94","es529","table","624","2",NA,-0.38014496391349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.400229090505708,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Quantity Preference","Approach Received","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.508,"WOS",NA,NA,"paper92","study94","es530","table","624","2",NA,0.781841095353578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05008935716135,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Inequity Aversion","Approach Received","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.346,"WOS",NA,NA,"paper92","study94","es531","table","624","2",NA,-0.760994088074433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9985727318168,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Heterospecific Recognition","Approach Received","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,"WOS",NA,NA,"paper92","study94","es532","table","624","2",NA,0.825029948325623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17236842496706,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Qualitative Exchange","Affiliative Received","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.339,"WOS",NA,NA,"paper92","study94","es533","table","624","2",NA,-0.760035914515816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.996300112735277,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Quantity Preference","Affiliative Received","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.635,"WOS",NA,NA,"paper92","study94","es534","table","624","2",NA,-0.796540670303018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0890760570447,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Inequity Aversion","Affiliative Received","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.682,"WOS",NA,NA,"paper92","study94","es535","table","624","2",NA,-0.32275101194129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.334714980019942,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Heterospecific Recognition","Affiliative Received","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,"WOS",NA,NA,"paper92","study94","es536","table","624","2",NA,0.0374736605890943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0374912164946775,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Qualitative Exchange","Agonistic Received","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.423,"WOS",NA,NA,"paper92","study94","es537","table","623","2",NA,0.579734216182975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662062282260509,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Quantity Preference","Agonistic Received","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.865,"WOS",NA,NA,"paper92","study94","es538","table","623","2",NA,-0.396963396002979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.420039129511946,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Inequity Aversion","Agonistic Received","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.381,"WOS",NA,NA,"paper92","study94","es539","table","623","2",NA,0.187134677883944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18936620426485,0.707106781186547,0.5
"Wascher","Individual performance in socio-cognitive tasks predicts social behaviour in carrion crows",2015,"Behaviour","Vienna, Austria","Aves","Passeriformes","Corvus corone corone","Other","Aves","Heterospecific Recognition","Agonistic Received","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","z",5,1,"Intra",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.815,"WOS",NA,NA,"paper92","study94","es540","table","623","2",NA,-0.815198399024535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14233361451254,0.707106781186547,0.5
